id,start_ip_range,end_ip_range,is_fw,is_lp,type,is_v6
2740,A63E26C5,A63E26C5,1,0,90,0
2741,B9AC8099,B9AC8099,1,0,90,0
2742,59176021,59176021,1,0,90,0
2743,26001F161A2EA300B0F4EA2E2242C86E,26001F161A2EA300B0F4EA2E2242C86E,1,0,90,1
2744,55EFF763,55EFF763,1,0,90,0
2745,2EB65442,2EB65442,1,0,90,0
2746,55EFF765,55EFF765,1,0,90,0
2747,55EFF75F,55EFF75F,1,0,90,0
2748,41000048,41000048,1,0,90,0
2749,32F27C0A,32F27C0A,1,0,90,0
2750,59753225,59753225,1,0,90,0
2751,34AB88C8,34AB88C8,1,0,90,0
2752,5CCCECC3,5CCCECC3,1,0,90,0
2753,9FDF5AF1,9FDF5AF1,1,0,90,0
2754,92465E03,92465E03,1,0,90,0
2755,672341CB,672341CB,1,0,90,0
2756,68C89743,68C89743,1,0,90,0
2757,52661783,52661783,1,0,90,0
2758,55EFF761,55EFF761,1,0,90,0
2759,AA1190D3,AA1190D3,1,0,90,0
2760,36F91846,36F91846,1,0,90,0
2761,D598A25E,D598A25E,1,0,90,0
2762,92463D93,92463D93,1,0,90,0
2763,398093B9,398093B9,1,0,90,0
2764,5DBC0205,5DBC0205,1,0,90,0
2765,B9750397,B9750397,1,0,90,0
2766,D598BA13,D598BA13,1,0,90,0
2767,C2BBFB5B,C2BBFB5B,1,0,90,0
2768,23BE9FF2,23BE9FF2,1,0,90,0
2769,CFF3680E,CFF3680E,1,0,90,0
2770,23BE9EFC,23BE9EFC,1,0,90,0
2771,D598A11E,D598A11E,1,0,90,0
2772,55D792A0,55D792A0,1,0,90,0
2773,2A010239020045000000000000000001,2A010239020045000000000000000001,1,0,90,1
2774,2DFA6606,2DFA6606,1,0,90,0
2775,B84BDD03,B84BDD03,1,0,90,0
2776,D598A29A,D598A29A,1,0,90,0
2777,44EB306C,44EB306C,1,0,90,0
2778,C3CE69CB,C3CE69CB,1,0,90,0
2779,1446EBF4,1446EBF4,1,0,90,0
2780,55EFF75D,55EFF75D,1,0,90,0
2781,8D8A8A71,8D8A8A71,1,0,90,0
2782,B2A2D1AB,B2A2D1AB,1,0,90,0
2783,B84BDFEB,B84BDFEB,1,0,90,0
2784,52661BC3,52661BC3,1,0,90,0
2785,ACCBC1E3,ACCBC1E3,1,0,90,0
2786,D598A123,D598A123,1,0,90,0
2787,B84BDD6B,B84BDD6B,1,0,90,0
2788,33A15E24,33A15E24,1,0,90,0
2789,9246A35B,9246A35B,1,0,90,0
2790,1403AB37,1403AB37,1,0,90,0
2791,3359CDD2,3359CDD2,1,0,90,0
2792,898750C2,898750C2,1,0,90,0
2793,C120B4A2,C120B4A2,1,0,90,0
2794,C19410D3,C19410D3,1,0,90,0
2795,224A4AA1,224A4AA1,1,0,90,0
2796,23E37618,23E37618,1,0,90,0
2797,23E37D8B,23E37D8B,1,0,90,0
2798,9CF709B9,9CF709B9,1,0,90,0
2799,B89A5374,B89A5374,1,0,90,0
2800,D45A9414,D45A9414,1,0,90,0
2801,056850F0,056850F0,1,0,90,0
2802,2001164000050000000000000003006C,2001164000050000000000000003006C,1,0,90,1
2803,31CFF64D,31CFF64D,1,0,90,0
2804,D45A947E,D45A947E,1,0,90,0
2805,B99CAF3C,B99CAF3C,1,0,90,0
2806,B2EEE536,B2EEE536,1,0,90,0
2807,45A251DA,45A251DA,1,0,90,0
2808,D598BA23,D598BA23,1,0,90,0
2809,B9BD700B,B9BD700B,1,0,90,0
2810,C2BBFBA3,C2BBFBA3,1,0,90,0
2811,8D6266E3,8D6266E3,1,0,90,0
2812,C7F9E616,C7F9E616,1,0,90,0
2813,C303DD61,C303DD61,1,0,90,0
2814,252E755A,252E755A,1,0,90,0
2815,D598A2B5,D598A2B5,1,0,90,0
2816,B9CEE13B,B9CEE13B,1,0,90,0
2817,AD2C379B,AD2C379B,1,0,90,0
2818,C0B90449,C0B90449,1,0,90,0
2819,57F98554,57F98554,1,0,90,0
2820,3EC59323,3EC59323,1,0,90,0
2821,C6B17D98,C6B17D98,1,0,90,0
2822,2513DCC8,2513DCC8,1,0,90,0
2823,B4EB95BB,B4EB95BB,1,0,90,0
2824,3EC59815,3EC59815,1,0,90,0
2825,ADE6883B,ADE6883B,1,0,90,0
2826,C035ACB1,C035ACB1,1,0,90,0
2827,676C2C2E,676C2C2E,1,0,90,0
2828,CFF4F559,CFF4F559,1,0,90,0
2829,A5E8AEA1,A5E8AEA1,1,0,90,0
2830,3F87A16E,3F87A16E,1,0,90,0
2831,BACA9953,BACA9953,1,0,90,0
2832,C355721F,C355721F,1,0,90,0
2833,3389C8A0,3389C8A0,1,0,90,0
2834,9566F54B,9566F54B,1,0,90,0
2835,B9F6D2A9,B9F6D2A9,1,0,90,0
2836,9A530E45,9A530E45,1,0,90,0
2837,A2D77579,A2D77579,1,0,90,0
2838,228EB817,228EB817,1,0,90,0
2839,14621BE1,14621BE1,1,0,90,0
2840,ACD05B36,ACD05B36,1,0,90,0
2841,515E9F08,515E9F08,1,0,90,0
2842,0D51DE54,0D51DE54,1,0,90,0
2843,761B7D38,761B7D38,1,0,90,0
2844,C0B9029F,C0B9029F,1,0,90,0
2845,9FDF3E17,9FDF3E17,1,0,90,0
2846,80C7403C,80C7403C,1,0,90,0
2847,C0B953E3,C0B953E3,1,0,90,0
2848,D46DC447,D46DC447,1,0,90,0
2849,C0B9B395,C0B9B395,1,0,90,0
2850,ACACA75E,ACACA75E,1,0,90,0
2851,A7AC4B8C,A7AC4B8C,1,0,90,0
2852,676C2C2A,676C2C2A,1,0,90,0
2853,A7AC5CF1,A7AC5CF1,1,0,90,0
2854,3F87A175,3F87A175,1,0,90,0
2855,6CB3F35A,6CB3F35A,1,0,90,0
2856,5B86F8FD,5B86F8FD,1,0,90,0
2857,3F87A178,3F87A178,1,0,90,0
2858,2D20AD5E,2D20AD5E,1,0,90,0
2859,9A3D4A07,9A3D4A07,1,0,90,0
2860,04B4F579,04B4F579,1,0,90,0
2861,C0B95331,C0B95331,1,0,90,0
2862,0D51D81B,0D51D81B,1,0,90,0
2863,B9446DD5,B9446DD5,1,0,90,0
2864,2FF37133,2FF37133,1,0,90,0
2865,C08ABDB6,C08ABDB6,1,0,90,0
2866,C0B9B383,C0B9B383,1,0,90,0
2867,0D51DE83,0D51DE83,1,0,90,0
2868,14FE832B,14FE832B,1,0,90,0
2869,C16C8215,C16C8215,1,0,90,0
2870,B9135E12,B9135E12,1,0,90,0
2871,6246295D,6246295D,1,0,90,0
2872,B9F6D2C4,B9F6D2C4,1,0,90,0
2873,2513C352,2513C352,1,0,90,0
2874,B9DDD526,B9DDD526,1,0,90,0
2875,68A8CC26,68A8CC26,1,0,90,0
2876,9FDF3AFD,9FDF3AFD,1,0,90,0
2877,C0B95284,C0B95284,1,0,90,0
2878,BC5F412B,BC5F412B,1,0,90,0
2879,6CA7BD33,6CA7BD33,1,0,90,0
2880,676C2C2B,676C2C2B,1,0,90,0
2881,A7583D5C,A7583D5C,1,0,90,0
2882,C0B9B374,C0B9B374,1,0,90,0
2883,C0B9538A,C0B9538A,1,0,90,0
2884,80C751D9,80C751D9,1,0,90,0
2885,3F87A16F,3F87A16F,1,0,90,0
2886,6CA7BD6D,6CA7BD6D,1,0,90,0
2887,BF65299E,BF65299E,1,0,90,0
2888,C0B90238,C0B90238,1,0,90,0
2889,C0B951AD,C0B951AD,1,0,90,0
2890,2E1E2863,2E1E2863,1,0,90,0
2891,2D8253F6,2D8253F6,1,0,90,0
2892,3EC59025,3EC59025,1,0,90,0
2893,9FDF34A8,9FDF34A8,1,0,90,0
2894,6825B961,6825B961,1,0,90,0
2895,42E437EC,42E437EC,1,0,90,0
2896,0D5F5950,0D5F5950,1,0,90,0
2897,6C3D5616,6C3D5616,1,0,90,0
2898,C1CA6E15,C1CA6E15,1,0,90,0
2899,B99997B1,B99997B1,1,0,90,0
2900,B85F210A,B85F210A,1,0,90,0
2901,2872C816,2872C816,1,0,90,0
2902,2D8253F1,2D8253F1,1,0,90,0
2903,D46636A8,D46636A8,1,0,90,0
2904,0D50964C,0D50964C,1,0,90,0
2905,C0B90272,C0B90272,1,0,90,0
2906,C0B90217,C0B90217,1,0,90,0
2907,2509AFB3,2509AFB3,1,0,90,0
2908,C0B90C12,C0B90C12,1,0,90,0
2909,C0B90484,C0B90484,1,0,90,0
2910,335B6B94,335B6B94,1,0,90,0
2911,C0B953F5,C0B953F5,1,0,90,0
2912,ACCBD3C8,ACCBD3C8,1,0,90,0
2913,5B5CF0B0,5B5CF0B0,1,0,90,0
2914,C0B95183,C0B95183,1,0,90,0
2915,2F4B2C6E,2F4B2C6E,1,0,90,0
2916,5F554E4B,5F554E4B,1,0,90,0
2917,A2900C61,A2900C61,1,0,90,0
2918,AE8A1A24,AE8A1A24,1,0,90,0
2919,038579DB,038579DB,1,0,90,0
2920,8B3B098A,8B3B098A,1,0,90,0
2921,36FA2E3D,36FA2E3D,1,0,90,0
2922,26001F160644A8000993482F3E48199A,26001F160644A8000993482F3E48199A,1,0,90,1
2923,12DC6AE4,12DC6AE4,1,0,90,0
2924,26001F160DB58C0079440183AA0463F0,26001F160DB58C0079440183AA0463F0,1,0,90,1
2925,05BCD214,05BCD214,1,0,90,0
2926,5974E7CE,5974E7CE,1,0,90,0
2927,2A75C43A,2A75C43A,1,0,90,0
2928,D598BBC8,D598BBC8,1,0,90,0
2929,2A024780000E3C090000000000000001,2A024780000E3C090000000000000001,1,0,90,1
2930,228AC40E,228AC40E,1,0,90,0
2931,23BEB986,23BEB986,1,0,90,0
2932,D59F06E0,D59F06E0,1,0,90,0
2933,68F876FD,68F876FD,1,0,90,0
2934,22DE5D3A,22DE5D3A,1,0,90,0
2935,310CD3FB,310CD3FB,1,0,90,0
2936,B9044BF1,B9044BF1,1,0,90,0
2937,224962A6,224962A6,1,0,90,0
2938,57629E1D,57629E1D,1,0,90,0
2939,1FAB9B46,1FAB9B46,1,0,90,0
2940,6564DF3C,6564DF3C,1,0,90,0
2941,B9FAF396,B9FAF396,1,0,90,0
2942,2A03F48000020009000000000000003A,2A03F48000020009000000000000003A,1,0,90,1
2943,6BBD01FE,6BBD01FE,1,0,90,0
2944,2448D984,2448D984,1,0,90,0
2945,95FF3A15,95FF3A15,1,0,90,0
2946,2A0104F8C01214020000000000000001,2A0104F8C01214020000000000000001,1,0,90,1
2947,05BCD21E,05BCD21E,1,0,90,0
2948,8B637B0D,8B637B0D,1,0,90,0
2949,416CF194,416CF194,1,0,90,0
2950,42AF3878,42AF3878,1,0,90,0
2951,D071A257,D071A257,1,0,90,0
2952,A12371DE,A12371DE,1,0,90,0
2953,228BBA0F,228BBA0F,1,0,90,0
2954,9B8ADC5D,9B8ADC5D,1,0,90,0
2955,0DC84D62,0DC84D62,1,0,90,0
2956,200119F0100014E8540004FFFE641BC3,200119F0100014E8540004FFFE641BC3,1,0,90,1
2957,05BCD261,05BCD261,1,0,90,0
2958,44B2AE08,44B2AE08,1,0,90,0
2959,93B6C9DD,93B6C9DD,1,0,90,0
2960,054E5740,054E5740,1,0,90,0
2961,24071C00630081400000000000000000,24071C00630081400000000000000000,1,0,90,1
2962,D598BA28,D598BA28,1,0,90,0
2963,671C24C6,671C24C6,1,0,90,0
2964,6B86145D,6B86145D,1,0,90,0
2965,5EB62779,5EB62779,1,0,90,0
2966,C39A315B,C39A315B,1,0,90,0
2967,2A0104FF01F0E5F50000000000000001,2A0104FF01F0E5F50000000000000001,1,0,90,1
2968,2D4C3339,2D4C3339,1,0,90,0
2969,C3D6EBA3,C3D6EBA3,1,0,90,0
2970,05BCD215,05BCD215,1,0,90,0
2971,671C246A,671C246A,1,0,90,0
2972,D18D21A8,D18D21A8,1,0,90,0
2973,2607F2980005103B0000000005F6C62B,2607F2980005103B0000000005F6C62B,1,0,90,1
2974,893F4733,893F4733,1,0,90,0
2975,44B2E34F,44B2E34F,1,0,90,0
2976,67521B2B,67521B2B,1,0,90,0
2977,2A036F0000010000000000005C3560F4,2A036F0000010000000000005C3560F4,1,0,90,1
2978,2F68841A,2F68841A,1,0,90,0
2979,4E9D264C,4E9D264C,1,0,90,0
2980,27628926,27628926,1,0,90,0
2981,7663020F,7663020F,1,0,90,0
2982,31244114,31244114,1,0,90,0
2983,CF941F26,CF941F26,1,0,90,0
2984,34751E09,34751E09,1,0,90,0
2985,D402F400,D402F400,1,0,90,0
2986,B9321914,B9321914,1,0,90,0
2987,C6367811,C6367811,1,0,90,0
2988,5C35606A,5C35606A,1,0,90,0
2989,65359298,65359298,1,0,90,0
2990,B9DC64F2,B9DC64F2,1,0,90,0
2991,4F7C0803,4F7C0803,1,0,90,0
2992,C47555A4,C47555A4,1,0,90,0
2993,B009075E,B009075E,1,0,90,0
2994,C83A6F49,C83A6F49,1,0,90,0
2995,221EC0AB,221EC0AB,1,0,90,0
2996,280417C0A01EED012DAE5CFD4938687D,280417C0A01EED012DAE5CFD4938687D,1,0,90,1
2997,2406DA1A06126500353AAEC31C9AD65B,2406DA1A06126500353AAEC31C9AD65B,1,0,90,1
2998,D598A185,D598A185,1,0,90,0
2999,2BFF980F,2BFF980F,1,0,90,0
3000,B8A873E5,B8A873E5,1,0,90,0
3001,5CCD0448,5CCD0448,1,0,90,0
3002,1B224860,1B224860,1,0,90,0
3003,7830708D,7830708D,1,0,90,0
3004,ADECB08D,ADECB08D,1,0,90,0
3005,9442911A,9442911A,1,0,90,0
3006,48A73B82,48A73B82,1,0,90,0
3007,43CD0A65,43CD0A65,1,0,90,0
3008,2F6BB024,2F6BB024,1,0,90,0
3009,44B2E190,44B2E190,1,0,90,0
3010,77174F28,77174F28,1,0,90,0
3011,8B3B146F,8B3B146F,1,0,90,0
3012,323EB130,323EB130,1,0,90,0
3013,8FC6C5B8,8FC6C5B8,1,0,90,0
3014,44B295C2,44B295C2,1,0,90,0
3015,5CCCD92D,5CCCD92D,1,0,90,0
3016,79054FF7,79054FF7,1,0,90,0
3017,31E81C6B,31E81C6B,1,0,90,0
3018,67D8BC66,67D8BC66,1,0,90,0
3019,67984FC9,67984FC9,1,0,90,0
3020,221759BD,221759BD,1,0,90,0
3021,8B3B02AF,8B3B02AF,1,0,90,0
3022,0EE10594,0EE10594,1,0,90,0
3023,2A02C207203236810000000000000001,2A02C207203236810000000000000001,1,0,90,1
3024,6E2AD9DB,6E2AD9DB,1,0,90,0
3025,6BB47934,6BB47934,1,0,90,0
3026,B97BCC56,B97BCC56,1,0,90,0
3027,2EB7D8A3,2EB7D8A3,1,0,90,0
3028,905B71E5,905B71E5,1,0,90,0
3029,ADC9B5B8,ADC9B5B8,1,0,90,0
3030,31EB4AA9,31EB4AA9,1,0,90,0
3031,323E8DB7,323E8DB7,1,0,90,0
3032,2607F2980005118A00000000011938F6,2607F2980005118A00000000011938F6,1,0,90,1
3033,323E8DAF,323E8DAF,1,0,90,0
3034,52DD8801,52DD8801,1,0,90,0
3035,2A020F48200002080000000000000014,2A020F48200002080000000000000014,1,0,90,1
3036,44B29157,44B29157,1,0,90,0
3037,BE5C87F6,BE5C87F6,1,0,90,0
3038,24008500130208430150009501830194,24008500130208430150009501830194,1,0,90,1
3039,ADECC129,ADECC129,1,0,90,0
3040,965FB7C2,965FB7C2,1,0,90,0
3041,8B3B0957,8B3B0957,1,0,90,0
3042,2607F2980005100F0000000009D3F0D3,2607F2980005100F0000000009D3F0D3,1,0,90,1
3043,B8A8725C,B8A8725C,1,0,90,0
3044,2607F2980005600000000000081D48B7,2607F2980005600000000000081D48B7,1,0,90,1
3045,9D079066,9D079066,1,0,90,0
3046,C2246F3B,C2246F3B,1,0,90,0
3047,2B8EC2D8,2B8EC2D8,1,0,90,0
3048,402AB333,402AB333,1,0,90,0
3049,2501CA9E,2501CA9E,1,0,90,0
3050,B84BDFDB,B84BDFDB,1,0,90,0
3051,C02A74DA,C02A74DA,1,0,90,0
3052,228B6271,228B6271,1,0,90,0
3053,51447B93,51447B93,1,0,90,0
3054,2BE1BD8D,2BE1BD8D,1,0,90,0
3055,597523F3,597523F3,1,0,90,0
3056,597523F2,597523F2,1,0,90,0
3057,A5495071,A5495071,1,0,90,0
3058,258B3550,258B3550,1,0,90,0
3059,8D6266EB,8D6266EB,1,0,90,0
3060,258B354B,258B354B,1,0,90,0
3061,B2A2D4D6,B2A2D4D6,1,0,90,0
3062,14C1E801,14C1E801,1,0,90,0
3063,4ADC1343,4ADC1343,1,0,90,0
3064,D598A195,D598A195,1,0,90,0
3065,2EB7D90B,2EB7D90B,1,0,90,0
3066,26F28CC8,26F28CC8,1,0,90,0
3067,C647F01C,C647F01C,1,0,90,0
3068,B9C87583,B9C87583,1,0,90,0
3069,2A0B8BC0000290520000000000000001,2A0B8BC0000290520000000000000001,1,0,90,1
3070,D06D1821,D06D1821,1,0,90,0
3071,C3AAAC8A,C3AAAC8A,1,0,90,0
3072,C647EC38,C647EC38,1,0,90,0
3073,5C511E2F,5C511E2F,1,0,90,0
3074,245E1755,245E1755,1,0,90,0
3075,7CDFAEE0,7CDFAEE0,1,0,90,0
3076,C647E729,C647E729,1,0,90,0
3077,44B291F4,44B291F4,1,0,90,0
3078,6BB4791A,6BB4791A,1,0,90,0
3079,2607F2980005117A000000000313B3F2,2607F2980005117A000000000313B3F2,1,0,90,1
3080,923B9277,923B9277,1,0,90,0
3081,D4E35225,D4E35225,1,0,90,0
3082,48A73A8D,48A73A8D,1,0,90,0
3083,D598BAA3,D598BAA3,1,0,90,0
3084,2A02C207201919130000000000000004,2A02C207201919130000000000000004,1,0,90,1
3085,2607F2980005104B0000000000114F0D,2607F2980005104B0000000000114F0D,1,0,90,1
3086,D04DD829,D04DD829,1,0,90,0
3087,D071F0F7,D071F0F7,1,0,90,0
3088,D5E657A6,D5E657A6,1,0,90,0
3089,5FD3C5A2,5FD3C5A2,1,0,90,0
3090,D98AFC7B,D98AFC7B,1,0,90,0
3091,9442910B,9442910B,1,0,90,0
3092,323F00C4,323F00C4,1,0,90,0
3093,5CCD07C7,5CCD07C7,1,0,90,0
3094,2607F2980006A077000000000E7D4762,2607F2980006A077000000000E7D4762,1,0,90,1
3095,B632846F,B632846F,1,0,90,0
3096,260755013000012B0000000000000002,260755013000012B0000000000000002,1,0,90,1
3097,68A89D86,68A89D86,1,0,90,0
3098,C3160848,C3160848,1,0,90,0
3099,44B29642,44B29642,1,0,90,0
3100,566BC666,566BC666,1,0,90,0
3101,2217C2A8,2217C2A8,1,0,90,0
3102,48A7431A,48A7431A,1,0,90,0
3103,C6CB1C2B,C6CB1C2B,1,0,90,0
3104,A5E84ECE,A5E84ECE,1,0,90,0
3105,405A30B3,405A30B3,1,0,90,0
3106,8494780F,8494780F,1,0,90,0
3107,593A13C1,593A13C1,1,0,90,0
3108,A772CEF1,A772CEF1,1,0,90,0
3109,D45392A6,D45392A6,1,0,90,0
3110,2A03B0C0000300D0000000000DBAE001,2A03B0C0000300D0000000000DBAE001,1,0,90,1
3111,D071BE42,D071BE42,1,0,90,0
3112,C647E64F,C647E64F,1,0,90,0
3113,2A0A4CC000000F5ED493ACFFFE080B5F,2A0A4CC000000F5ED493ACFFFE080B5F,1,0,90,1
3114,2578D2DB,2578D2DB,1,0,90,0
3115,2D509E34,2D509E34,1,0,90,0
3116,D598BBCD,D598BBCD,1,0,90,0
3117,B84BDDCB,B84BDDCB,1,0,90,0
3118,3359CDAE,3359CDAE,1,0,90,0
3119,59F94AD5,59F94AD5,1,0,90,0
3120,D598A10F,D598A10F,1,0,90,0
3121,4F89CFF3,4F89CFF3,1,0,90,0
3122,245B8C61,245B8C61,1,0,90,0
3123,76635408,76635408,1,0,90,0
3124,55C029AF,55C029AF,1,0,90,0
3125,5BE75429,5BE75429,1,0,90,0
3126,2448D999,2448D999,1,0,90,0
3127,D598A10A,D598A10A,1,0,90,0
3128,B5D65DD2,B5D65DD2,1,0,90,0
3129,14BD77E0,14BD77E0,1,0,90,0
3130,2D8253F0,2D8253F0,1,0,90,0
3131,ADEFD32A,ADEFD32A,1,0,90,0
3132,676C2C29,676C2C29,1,0,90,0
3133,ADEFD336,ADEFD336,1,0,90,0
3134,14A308C0,14A308C0,1,0,90,0
3135,3F87A1B9,3F87A1B9,1,0,90,0
3136,44B29137,44B29137,1,0,90,0
3137,ADEFD34E,ADEFD34E,1,0,90,0
3138,5B5CF5E1,5B5CF5E1,1,0,90,0
3139,22DC183C,22DC183C,1,0,90,0
3140,B9F554E3,B9F554E3,1,0,90,0
3141,26003C0200000000F03C91FFFE2B7C51,26003C0200000000F03C91FFFE2B7C51,1,0,90,1
3142,2D8253F7,2D8253F7,1,0,90,0
3143,B99997A2,B99997A2,1,0,90,0
3144,3F87A173,3F87A173,1,0,90,0
3145,ADEFD325,ADEFD325,1,0,90,0
3146,44B2F699,44B2F699,1,0,90,0
3147,5B5CF7CC,5B5CF7CC,1,0,90,0
3148,260564000003FED51000010100000002,260564000003FED51000010100000002,1,0,90,1
3149,B9B6395F,B9B6395F,1,0,90,0
3150,9246AF36,9246AF36,1,0,90,0
3151,2D8253F9,2D8253F9,1,0,90,0
3152,8B3B687A,8B3B687A,1,0,90,0
3153,12BFFE89,12BFFE89,1,0,90,0
3154,59BBA832,59BBA832,1,0,90,0
3155,ADEFD333,ADEFD333,1,0,90,0
3156,9F419647,9F419647,1,0,90,0
3157,3F87A17A,3F87A17A,1,0,90,0
3158,ADEFD32F,ADEFD32F,1,0,90,0
3159,2D8253FA,2D8253FA,1,0,90,0
3160,3EC59313,3EC59313,1,0,90,0
3161,A45C72D4,A45C72D4,1,0,90,0
3162,335B1466,335B1466,1,0,90,0
3163,ADEFD328,ADEFD328,1,0,90,0
3164,29D8BCA8,29D8BCA8,1,0,90,0
3165,9566E688,9566E688,1,0,90,0
3166,3F87A170,3F87A170,1,0,90,0
3167,145D9DEF,145D9DEF,1,0,90,0
3168,14797201,14797201,1,0,90,0
3169,17658E6F,17658E6F,1,0,90,0
3170,8AC713A3,8AC713A3,1,0,90,0
3171,2D8253EE,2D8253EE,1,0,90,0
3172,7AC97CA4,7AC97CA4,1,0,90,0
3173,14A332EF,14A332EF,1,0,90,0
3174,144D3933,144D3933,1,0,90,0
3175,8F6EF464,8F6EF464,1,0,90,0
3176,2D8253F3,2D8253F3,1,0,90,0
3177,8D62FF90,8D62FF90,1,0,90,0
3178,B9D84604,B9D84604,1,0,90,0
3179,ADEFD323,ADEFD323,1,0,90,0
3180,9566E368,9566E368,1,0,90,0
3181,14F40042,14F40042,1,0,90,0
3182,ADEFD330,ADEFD330,1,0,90,0
3183,676C2C2D,676C2C2D,1,0,90,0
3184,323E8DB4,323E8DB4,1,0,90,0
3185,ADEFD32D,ADEFD32D,1,0,90,0
3186,C0B90C0D,C0B90C0D,1,0,90,0
3187,A7AC5E0D,A7AC5E0D,1,0,90,0
3188,5CCD0F57,5CCD0F57,1,0,90,0
3189,92466B04,92466B04,1,0,90,0
3190,2D8253F4,2D8253F4,1,0,90,0
3191,5B5CF36A,5B5CF36A,1,0,90,0
3192,3F87A172,3F87A172,1,0,90,0
3193,3F87A177,3F87A177,1,0,90,0
3194,33DE9E0E,33DE9E0E,1,0,90,0
3195,ADEFD35E,ADEFD35E,1,0,90,0
3196,CEBD5464,CEBD5464,1,0,90,0
3197,34A697F9,34A697F9,1,0,90,0
3198,5113D056,5113D056,1,0,90,0
3199,3F87A1B5,3F87A1B5,1,0,90,0
3200,6CA7BD3B,6CA7BD3B,1,0,90,0
3201,ADEFD332,ADEFD332,1,0,90,0
3202,43D4EE91,43D4EE91,1,0,90,0
3203,5113D06E,5113D06E,1,0,90,0
3204,3F87A17B,3F87A17B,1,0,90,0
3205,ADEFD32E,ADEFD32E,1,0,90,0
3206,5BEF9DB9,5BEF9DB9,1,0,90,0
3207,0D511CDF,0D511CDF,1,0,90,0
3208,2D8253F5,2D8253F5,1,0,90,0
3209,ADEFD32B,ADEFD32B,1,0,90,0
3210,C647EC36,C647EC36,1,0,90,0
3211,ACCBF8F9,ACCBF8F9,1,0,90,0
3212,D17E55A8,D17E55A8,1,0,90,0
3213,9ACD0AC5,9ACD0AC5,1,0,90,0
3214,676C2C2C,676C2C2C,1,0,90,0
3215,0D5F5840,0D5F5840,1,0,90,0
3216,ADEFD337,ADEFD337,1,0,90,0
3217,C0B9027B,C0B9027B,1,0,90,0
3218,2578CFB4,2578CFB4,1,0,90,0
3219,8A6370FB,8A6370FB,1,0,90,0
3220,5CCCD4E7,5CCCD4E7,1,0,90,0
3221,2D8253F2,2D8253F2,1,0,90,0
3222,924667C6,924667C6,1,0,90,0
3223,3EC59813,3EC59813,1,0,90,0
3224,592EDFB8,592EDFB8,1,0,90,0
3225,5BC7763B,5BC7763B,1,0,90,0
3226,A7472032,A7472032,1,0,90,0
3227,591764A3,591764A3,1,0,90,0
3228,ADEFD327,ADEFD327,1,0,90,0
3229,5927D0FB,5927D0FB,1,0,90,0
3230,364BA49D,364BA49D,1,0,90,0
3231,3F87A174,3F87A174,1,0,90,0
3232,44B2A909,44B2A909,1,0,90,0
3233,ADEFD331,ADEFD331,1,0,90,0
3234,9F41969F,9F41969F,1,0,90,0
3235,3F87A1A6,3F87A1A6,1,0,90,0
3236,3F87A179,3F87A179,1,0,90,0
3237,ADEFD334,ADEFD334,1,0,90,0
3238,200141D0020371940000000000000000,200141D0020371940000000000000000,1,0,90,1
3239,3351C280,3351C280,1,0,90,0
3240,3F87A181,3F87A181,1,0,90,0
3241,323EB033,323EB033,1,0,90,0
3242,C3BF9413,C3BF9413,1,0,90,0
3243,A747CD84,A747CD84,1,0,90,0
3244,D4663683,D4663683,1,0,90,0
3245,ADEFD329,ADEFD329,1,0,90,0
3246,54113AD0,54113AD0,1,0,90,0
3247,6CA7BD30,6CA7BD30,1,0,90,0
3248,26001F141FC55D0012C1078C3F95652E,26001F141FC55D0012C1078C3F95652E,1,0,90,1
3249,2D8253F8,2D8253F8,1,0,90,0
3250,C0B9528C,C0B9528C,1,0,90,0
3251,BF65299D,BF65299D,1,0,90,0
3252,323EB1C9,323EB1C9,1,0,90,0
3253,29B90877,29B90877,1,0,90,0
3254,B9D84602,B9D84602,1,0,90,0
3255,B99997AF,B99997AF,1,0,90,0
3256,ADEFD355,ADEFD355,1,0,90,0
3257,14E1C13F,14E1C13F,1,0,90,0
3258,89B86CF6,89B86CF6,1,0,90,0
3259,14A35880,14A35880,1,0,90,0
3260,B06DB78B,B06DB78B,1,0,90,0
3261,054E6699,054E6699,1,0,90,0
3262,D071C6DB,D071C6DB,1,0,90,0
3263,2BE1BD99,2BE1BD99,1,0,90,0
3264,B9842A12,B9842A12,1,0,90,0
3265,3F8F2D72,3F8F2D72,1,0,90,0
3266,08826D4B,08826D4B,1,0,90,0
3267,20011810414101380000000442AF3878,20011810414101380000000442AF3878,1,0,90,1
3268,22CCB57A,22CCB57A,1,0,90,0
3269,2448D472,2448D472,1,0,90,0
3270,1434E0CF,1434E0CF,1,0,90,0
3271,44B2F70D,44B2F70D,1,0,90,0
3272,2FF2FF2E,2FF2FF2E,1,0,90,0
3273,67B3FE24,67B3FE24,1,0,90,0
3274,128BA39A,128BA39A,1,0,90,0
3275,567FFFB3,567FFFB3,1,0,90,0
3276,4E1F40C8,4E1F40C8,1,0,90,0
3277,3ED26F47,3ED26F47,1,0,90,0
3278,227E7817,227E7817,1,0,90,0
3279,D0619E13,D0619E13,1,0,90,0
3280,C1958177,C1958177,1,0,90,0
3281,5CCC2917,5CCC2917,1,0,90,0
3282,67C817BC,67C817BC,1,0,90,0
3283,D317F259,D317F259,1,0,90,0
3284,5EAC7CDF,5EAC7CDF,1,0,90,0
3285,5EACD9C6,5EACD9C6,1,0,90,0
3286,2294A40E,2294A40E,1,0,90,0
