id,start_ip_range,end_ip_range,is_fw,is_lp,type,is_v6
1269,405BE0F2,405BE0F2,1,0,90,0
1270,BE6BB120,BE6BB120,1,0,90,0
1271,44B2CF11,44B2CF11,1,0,90,0
1272,C14601E9,C14601E9,1,0,90,0
1273,43CD2D9E,43CD2D9E,1,0,90,0
1274,5B6BE283,5B6BE283,1,0,90,0
1275,CF37FF14,CF37FF14,1,0,90,0
1276,B974C3AC,B974C3AC,1,0,90,0
1277,44B2988B,44B2988B,1,0,90,0
1278,5CCD06AF,5CCD06AF,1,0,90,0
1279,2D9E0E26,2D9E0E26,1,0,90,0
1280,34AC9D32,34AC9D32,1,0,90,0
1281,416D7398,416D7398,1,0,90,0
1282,A747C6FF,A747C6FF,1,0,90,0
1283,42E432EF,42E432EF,1,0,90,0
1284,B29F2554,B29F2554,1,0,90,0
1285,05BCD22B,05BCD22B,1,0,90,0
1286,08DB36C1,08DB36C1,1,0,90,0
1287,6B06A4A2,6B06A4A2,1,0,90,0
1288,2F606161,2F606161,1,0,90,0
1289,B9DC6500,B9DC6500,1,0,90,0
1290,23C415B9,23C415B9,1,0,90,0
1291,0FEBC06D,0FEBC06D,1,0,90,0
1292,05BCD22F,05BCD22F,1,0,90,0
1293,C30243DF,C30243DF,1,0,90,0
1294,B8A870AA,B8A870AA,1,0,90,0
1295,D071AB3C,D071AB3C,1,0,90,0
1296,C1A80314,C1A80314,1,0,90,0
1297,2D861A18,2D861A18,1,0,90,0
1298,228ABBC2,228ABBC2,1,0,90,0
1299,327466D3,327466D3,1,0,90,0
1300,B9DC64F0,B9DC64F0,1,0,90,0
1301,411593F9,411593F9,1,0,90,0
1302,CA4FAE4F,CA4FAE4F,1,0,90,0
1303,A7AC5A04,A7AC5A04,1,0,90,0
1304,4539A1C3,4539A1C3,1,0,90,0
1305,088E7FFC,088E7FFC,1,0,90,0
1306,CA5C0763,CA5C0763,1,0,90,0
1307,0D4B9123,0D4B9123,1,0,90,0
1308,D4E3D61A,D4E3D61A,1,0,90,0
1309,9F59CC2E,9F59CC2E,1,0,90,0
1310,2A036F000006000100000000BCE13F8F,2A036F000006000100000000BCE13F8F,1,0,90,1
1311,2F635B02,2F635B02,1,0,90,0
1312,44B2AD96,44B2AD96,1,0,90,0
1313,67AB5AA2,67AB5AA2,1,0,90,0
1314,BC80D5FE,BC80D5FE,1,0,90,0
1315,0D70D884,0D70D884,1,0,90,0
1316,68C89744,68C89744,1,0,90,0
1317,B2801A31,B2801A31,1,0,90,0
1318,2F640D34,2F640D34,1,0,90,0
1319,2FF3FE54,2FF3FE54,1,0,90,0
1320,675AE895,675AE895,1,0,90,0
1321,C60CDC9C,C60CDC9C,1,0,90,0
1322,2607F358001A000E0000000093D423F3,2607F358001A000E0000000093D423F3,1,0,90,1
1323,94870C24,94870C24,1,0,90,0
1324,C6367E2C,C6367E2C,1,0,90,0
1325,5E4994A5,5E4994A5,1,0,90,0
1326,9A3188C6,9A3188C6,1,0,90,0
1327,675155BE,675155BE,1,0,90,0
1328,023B9CD6,023B9CD6,1,0,90,0
1329,2D861A1E,2D861A1E,1,0,90,0
1330,34C2FA28,34C2FA28,1,0,90,0
1331,BCE13F8F,BCE13F8F,1,0,90,0
1332,CF947906,CF947906,1,0,90,0
1333,14A3908B,14A3908B,1,0,90,0
1334,DB5E80E0,DB5E80E0,1,0,90,0
1335,1427C6A4,1427C6A4,1,0,90,0
1336,2FF241C2,2FF241C2,1,0,90,0
1337,5E2EB208,5E2EB208,1,0,90,0
1338,67E4740A,67E4740A,1,0,90,0
1339,D057CEB4,D057CEB4,1,0,90,0
1340,5C356065,5C356065,1,0,90,0
1341,323EDE28,323EDE28,1,0,90,0
1342,6DAB5279,6DAB5279,1,0,90,0
1343,2F585DED,2F585DED,1,0,90,0
1344,258B35BF,258B35BF,1,0,90,0
1345,05FF5B29,05FF5B29,1,0,90,0
1346,96A2E996,96A2E996,1,0,90,0
1347,8B90696C,8B90696C,1,0,90,0
1348,D4EB4B4B,D4EB4B4B,1,0,90,0
1349,4AD0DD27,4AD0DD27,1,0,90,0
1350,B9430337,B9430337,1,0,90,0
1351,05BCD250,05BCD250,1,0,90,0
1352,B941F550,B941F550,1,0,90,0
1353,2001448A5020A3F0404955FFFEE0E2AF,2001448A5020A3F0404955FFFEE0E2AF,1,0,90,1
1354,24006180000000D00000000015E91001,24006180000000D00000000015E91001,1,0,90,1
1355,200141D004013200000000000000386E,200141D004013200000000000000386E,1,0,90,1
1356,2F5EE600,2F5EE600,1,0,90,0
1357,2D8A106B,2D8A106B,1,0,90,0
1358,68FA8632,68FA8632,1,0,90,0
1359,C3109229,C3109229,1,0,90,0
1360,41154893,41154893,1,0,90,0
1361,B8A86E61,B8A86E61,1,0,90,0
1362,72D7FCF2,72D7FCF2,1,0,90,0
1363,784D5C59,784D5C59,1,0,90,0
1364,6765A10D,6765A10D,1,0,90,0
1365,335B3046,335B3046,1,0,90,0
1366,771D9C6E,771D9C6E,1,0,90,0
1367,9DF5670E,9DF5670E,1,0,90,0
1368,7DA4097A,7DA4097A,1,0,90,0
1369,D1BC07DA,D1BC07DA,1,0,90,0
1370,2F5B9957,2F5B9957,1,0,90,0
1371,26047C00012000390000000000007CE6,26047C00012000390000000000007CE6,1,0,90,1
1372,335BDB17,335BDB17,1,0,90,0
1373,ABF41167,ABF41167,1,0,90,0
1374,2A0104F9003B4D290000000000000002,2A0104F9003B4D290000000000000002,1,0,90,1
1375,72223FB0,72223FB0,1,0,90,0
1376,C2E94370,C2E94370,1,0,90,0
1377,2F73DA38,2F73DA38,1,0,90,0
1378,674BBB12,674BBB12,1,0,90,0
1379,704A4DB9,704A4DB9,1,0,90,0
1380,2448D671,2448D671,1,0,90,0
1381,C647EC24,C647EC24,1,0,90,0
1382,228A0CC4,228A0CC4,1,0,90,0
1383,05BCD219,05BCD219,1,0,90,0
1384,4F8924B0,4F8924B0,1,0,90,0
1385,8CE4183E,8CE4183E,1,0,90,0
1386,26003C0400000000F03C93FFFE040E15,26003C0400000000F03C93FFFE040E15,1,0,90,1
1387,2A0504800000F5500000000000000002,2A0504800000F5500000000000000002,1,0,90,1
1388,26003C0000000000F03C93FFFECC936B,26003C0000000000F03C93FFFECC936B,1,0,90,1
1389,2765B9BA,2765B9BA,1,0,90,0
1390,23DB42B7,23DB42B7,1,0,90,0
1391,1496C721,1496C721,1,0,90,0
1392,08DA6059,08DA6059,1,0,90,0
1393,7B104252,7B104252,1,0,90,0
1394,334FFB1A,334FFB1A,1,0,90,0
1395,6782DA0D,6782DA0D,1,0,90,0
1396,1FBA0B8E,1FBA0B8E,1,0,90,0
1397,B9620592,B9620592,1,0,90,0
1398,B2FA9F08,B2FA9F08,1,0,90,0
1399,6DCEF71A,6DCEF71A,1,0,90,0
1400,6A345B26,6A345B26,1,0,90,0
1401,C18D412D,C18D412D,1,0,90,0
1402,90CA2509,90CA2509,1,0,90,0
1403,B9C61B2D,B9C61B2D,1,0,90,0
1404,3B1C754C,3B1C754C,1,0,90,0
1405,05092AFC,05092AFC,1,0,90,0
1406,80C759ED,80C759ED,1,0,90,0
1407,D2F51458,D2F51458,1,0,90,0
1408,AFB22F8F,AFB22F8F,1,0,90,0
1409,6702E504,6702E504,1,0,90,0
1410,B9DC64F4,B9DC64F4,1,0,90,0
1411,D93D24BC,D93D24BC,1,0,90,0
1412,2F638884,2F638884,1,0,90,0
1413,2A036F00000600010000000005173238,2A036F00000600010000000005173238,1,0,90,1
1414,AC683D31,AC683D31,1,0,90,0
1415,B98424A5,B98424A5,1,0,90,0
1416,D2E9487A,D2E9487A,1,0,90,0
1417,784E537D,784E537D,1,0,90,0
1418,87B5F1A7,87B5F1A7,1,0,90,0
1419,053F9BDA,053F9BDA,1,0,90,0
1420,2607F2980005102B000000000FA256A2,2607F2980005102B000000000FA256A2,1,0,90,1
1421,26075300012006270000000000000000,26075300012006270000000000000000,1,0,90,1
1422,2F6A506B,2F6A506B,1,0,90,0
1423,76BE95E2,76BE95E2,1,0,90,0
1424,2D7E7F5C,2D7E7F5C,1,0,90,0
1425,5928E394,5928E394,1,0,90,0
1426,2EF2F511,2EF2F511,1,0,90,0
1427,67AFDD65,67AFDD65,1,0,90,0
1428,4539A310,4539A310,1,0,90,0
1429,C2922966,C2922966,1,0,90,0
1430,023874B6,023874B6,1,0,90,0
1431,3B6ED618,3B6ED618,1,0,90,0
1432,48A7D25D,48A7D25D,1,0,90,0
1433,200141D004013000000000000000024E,200141D004013000000000000000024E,1,0,90,1
1434,C02A74D8,C02A74D8,1,0,90,0
1435,44B29133,44B29133,1,0,90,0
1436,2EF2E925,2EF2E925,1,0,90,0
1437,6A0F5EA9,6A0F5EA9,1,0,90,0
1438,05FF7DEE,05FF7DEE,1,0,90,0
1439,2A02478000121E150000000000000001,2A02478000121E150000000000000001,1,0,90,1
1440,8AC72B23,8AC72B23,1,0,90,0
1441,67B3BFD6,67B3BFD6,1,0,90,0
1442,3DDD231D,3DDD231D,1,0,90,0
1443,05099515,05099515,1,0,90,0
1444,280004850000005C2D4FA27741F2A55B,280004850000005C2D4FA27741F2A55B,1,0,90,1
1445,9A27C77A,9A27C77A,1,0,90,0
1446,2D78B98E,2D78B98E,1,0,90,0
1447,B33DDB48,B33DDB48,1,0,90,0
1448,D94C9617,D94C9617,1,0,90,0
1449,C02A74D6,C02A74D6,1,0,90,0
1450,B9DC6503,B9DC6503,1,0,90,0
1451,5E2EA9E0,5E2EA9E0,1,0,90,0
1452,B9DC64FE,B9DC64FE,1,0,90,0
1453,9A10C0A0,9A10C0A0,1,0,90,0
1454,771C1A2D,771C1A2D,1,0,90,0
1455,C18D4178,C18D4178,1,0,90,0
1456,D58E8F66,D58E8F66,1,0,90,0
1457,B5D69925,B5D69925,1,0,90,0
1458,B2A2CCEE,B2A2CCEE,1,0,90,0
1459,C02A74CB,C02A74CB,1,0,90,0
1460,2D7753EB,2D7753EB,1,0,90,0
1461,8D620AA6,8D620AA6,1,0,90,0
1462,5920F8DA,5920F8DA,1,0,90,0
1463,B9D7A6F5,B9D7A6F5,1,0,90,0
1464,6775B448,6775B448,1,0,90,0
1465,6681FCA6,6681FCA6,1,0,90,0
1466,C02A74D0,C02A74D0,1,0,90,0
1467,C60CD8A9,C60CD8A9,1,0,90,0
1468,94429128,94429128,1,0,90,0
1469,67179B89,67179B89,1,0,90,0
1470,2249CE85,2249CE85,1,0,90,0
1471,44B2E06D,44B2E06D,1,0,90,0
1472,200119F0B00210DE540004FFFE51D0EE,200119F0B00210DE540004FFFE51D0EE,1,0,90,1
1473,2F6F813B,2F6F813B,1,0,90,0
1474,747633D0,747633D0,1,0,90,0
1475,CA5C042F,CA5C042F,1,0,90,0
1476,2B9B6835,2B9B6835,1,0,90,0
1477,ABF43D9A,ABF43D9A,1,0,90,0
1478,C62653F0,C62653F0,1,0,90,0
1479,26075500300006140000000000000002,26075500300006140000000000000002,1,0,90,1
1480,4F892CBE,4F892CBE,1,0,90,0
1481,5C356083,5C356083,1,0,90,0
1482,C2959056,C2959056,1,0,90,0
1483,2BF04233,2BF04233,1,0,90,0
1484,6A4B94AA,6A4B94AA,1,0,90,0
1485,05BCD25D,05BCD25D,1,0,90,0
1486,5863F214,5863F214,1,0,90,0
1487,2D72F644,2D72F644,1,0,90,0
1488,2EF2F53F,2EF2F53F,1,0,90,0
1489,A2FDE010,A2FDE010,1,0,90,0
1490,2406DA1A045A3D00FFEFDC285462289E,2406DA1A045A3D00FFEFDC285462289E,1,0,90,1
1491,5BECA8F9,5BECA8F9,1,0,90,0
1492,2D861A1F,2D861A1F,1,0,90,0
1493,1766A47D,1766A47D,1,0,90,0
1494,6754D938,6754D938,1,0,90,0
1495,334F113C,334F113C,1,0,90,0
1496,C60CFD3C,C60CFD3C,1,0,90,0
1497,704AC7BB,704AC7BB,1,0,90,0
1498,B9DC6778,B9DC6778,1,0,90,0
1499,23E77086,23E77086,1,0,90,0
1500,A2F0E987,A2F0E987,1,0,90,0
1501,C02A74D3,C02A74D3,1,0,90,0
1502,276CD093,276CD093,1,0,90,0
1503,79C7ACAB,79C7ACAB,1,0,90,0
1504,2401C080140043C5540003FFFEFA0316,2401C080140043C5540003FFFEFA0316,1,0,90,1
1505,5C3560DF,5C3560DF,1,0,90,0
1506,14AB42BB,14AB42BB,1,0,90,0
1507,68C470FA,68C470FA,1,0,90,0
1508,D5E9B303,D5E9B303,1,0,90,0
1509,1F195B04,1F195B04,1,0,90,0
1510,2A0104F9C0110F240000000000000001,2A0104F9C0110F240000000000000001,1,0,90,1
1511,4D5A8DDC,4D5A8DDC,1,0,90,0
1512,D4E0626D,D4E0626D,1,0,90,0
1513,897541E7,897541E7,1,0,90,0
1514,7936BC69,7936BC69,1,0,90,0
1515,A7634AEF,A7634AEF,1,0,90,0
1516,8E5DFC0B,8E5DFC0B,1,0,90,0
1517,C7663014,C7663014,1,0,90,0
1518,716CDC92,716CDC92,1,0,90,0
1519,43E3F9B8,43E3F9B8,1,0,90,0
1520,2A00F940000200010002000000001453,2A00F940000200010002000000001453,1,0,90,1
1521,B9C3E9AB,B9C3E9AB,1,0,90,0
1522,8CE4181D,8CE4181D,1,0,90,0
1523,2D4D5E3D,2D4D5E3D,1,0,90,0
1524,24077100700021010000000000000022,24077100700021010000000000000022,1,0,90,1
1525,C02A74D1,C02A74D1,1,0,90,0
1526,2D7754E7,2D7754E7,1,0,90,0
1527,C3458FCF,C3458FCF,1,0,90,0
1528,B2803A6A,B2803A6A,1,0,90,0
1529,2D87E824,2D87E824,1,0,90,0
1530,7929C1FD,7929C1FD,1,0,90,0
1531,0D43811A,0D43811A,1,0,90,0
1532,42AF3877,42AF3877,1,0,90,0
1533,71A1158E,71A1158E,1,0,90,0
1534,6703F6D9,6703F6D9,1,0,90,0
1535,2A036F0000010000000000005C356083,2A036F0000010000000000005C356083,1,0,90,1
1536,AC697CE5,AC697CE5,1,0,90,0
1537,ACE980CC,ACE980CC,1,0,90,0
1538,C02A74CC,C02A74CC,1,0,90,0
1539,675AE46A,675AE46A,1,0,90,0
1540,B2801F08,B2801F08,1,0,90,0
1541,BF06C73E,BF06C73E,1,0,90,0
1542,2EF2F718,2EF2F718,1,0,90,0
1543,22658E90,22658E90,1,0,90,0
1544,B98DABC6,B98DABC6,1,0,90,0
1545,5CCD3573,5CCD3573,1,0,90,0
1546,2D8DD787,2D8DD787,1,0,90,0
1547,6778B2A2,6778B2A2,1,0,90,0
1548,2A036F0000010000000000005C356065,2A036F0000010000000000005C356065,1,0,90,1
1549,52A566CB,52A566CB,1,0,90,0
1550,59A1AD40,59A1AD40,1,0,90,0
1551,BCA6B674,BCA6B674,1,0,90,0
1552,2FFE2A60,2FFE2A60,1,0,90,0
1553,672DE528,672DE528,1,0,90,0
1554,2D8A10DE,2D8A10DE,1,0,90,0
1555,B9DC64F5,B9DC64F5,1,0,90,0
1556,6A0F3623,6A0F3623,1,0,90,0
1557,C21AC07A,C21AC07A,1,0,90,0
1558,2EEB2827,2EEB2827,1,0,90,0
1559,C02A74DC,C02A74DC,1,0,90,0
1560,68D2984C,68D2984C,1,0,90,0
1561,4F84C0EE,4F84C0EE,1,0,90,0
1562,6F44749A,6F44749A,1,0,90,0
1563,29C10539,29C10539,1,0,90,0
1564,B9BD701B,B9BD701B,1,0,90,0
1565,C02A74D7,C02A74D7,1,0,90,0
1566,2D8DD7C8,2D8DD7C8,1,0,90,0
1567,44B29481,44B29481,1,0,90,0
1568,4B77936A,4B77936A,1,0,90,0
1569,2A036F0000010000000000005C3560DF,2A036F0000010000000000005C3560DF,1,0,90,1
1570,C6265368,C6265368,1,0,90,0
1571,B9DC6512,B9DC6512,1,0,90,0
1572,5E2E0CC6,5E2E0CC6,1,0,90,0
1573,9F417771,9F417771,1,0,90,0
1574,B956A65A,B956A65A,1,0,90,0
1575,D161915E,D161915E,1,0,90,0
1576,A51632D1,A51632D1,1,0,90,0
1577,B8A87DF1,B8A87DF1,1,0,90,0
1578,5B5CF160,5B5CF160,1,0,90,0
1579,2A009B60000100011C0021FFFE0009FF,2A009B60000100011C0021FFFE0009FF,1,0,90,1
1580,8A80B08A,8A80B08A,1,0,90,0
1581,B974A08E,B974A08E,1,0,90,0
1582,819F13E8,819F13E8,1,0,90,0
1583,BE5C9F3A,BE5C9F3A,1,0,90,0
1584,44B293BA,44B293BA,1,0,90,0
1585,C205ED91,C205ED91,1,0,90,0
1586,0DE53F8A,0DE53F8A,1,0,90,0
1587,67910544,67910544,1,0,90,0
1588,3A1B23D0,3A1B23D0,1,0,90,0
1589,5CCDEDE3,5CCDEDE3,1,0,90,0
1590,284D3DB5,284D3DB5,1,0,90,0
1591,B9B76A03,B9B76A03,1,0,90,0
1592,55D79238,55D79238,1,0,90,0
1593,2A010239021F5A000000000000000001,2A010239021F5A000000000000000001,1,0,90,1
1594,01347E83,01347E83,1,0,90,0
1595,C02A74DB,C02A74DB,1,0,90,0
1596,2D9A6289,2D9A6289,1,0,90,0
1597,23E57AD5,23E57AD5,1,0,90,0
1598,B9F3DACC,B9F3DACC,1,0,90,0
1599,784D2CAD,784D2CAD,1,0,90,0
1600,0DD65CCE,0DD65CCE,1,0,90,0
1601,44B2978A,44B2978A,1,0,90,0
1602,2A036F00000600010000000005173284,2A036F00000600010000000005173284,1,0,90,1
1603,4B7796F5,4B7796F5,1,0,90,0
1604,365F5FF7,365F5FF7,1,0,90,0
1605,2D861A1A,2D861A1A,1,0,90,0
1606,0301720E,0301720E,1,0,90,0
1607,42A5E25A,42A5E25A,1,0,90,0
1608,31D4C638,31D4C638,1,0,90,0
1609,D98AC31B,D98AC31B,1,0,90,0
1610,4510DD25,4510DD25,1,0,90,0
1611,B9DC651E,B9DC651E,1,0,90,0
1612,4E2FF5DF,4E2FF5DF,1,0,90,0
1613,B9DC64FB,B9DC64FB,1,0,90,0
1614,228B0D92,228B0D92,1,0,90,0
1615,258CD8D8,258CD8D8,1,0,90,0
1616,228B21D1,228B21D1,1,0,90,0
1617,228AAAE8,228AAAE8,1,0,90,0
1618,6706C72D,6706C72D,1,0,90,0
1619,80019B4B,80019B4B,1,0,90,0
1620,224F5C71,224F5C71,1,0,90,0
1621,AD2C37B3,AD2C37B3,1,0,90,0
1622,682A348D,682A348D,1,0,90,0
1623,6765A2F4,6765A2F4,1,0,90,0
1624,2B9B59BE,2B9B59BE,1,0,90,0
1625,2D861A19,2D861A19,1,0,90,0
1626,2217C563,2217C563,1,0,90,0
1627,B9DC64F3,B9DC64F3,1,0,90,0
1628,C3CE69E3,C3CE69E3,1,0,90,0
1629,48A74107,48A74107,1,0,90,0
1630,614A5B5A,614A5B5A,1,0,90,0
1631,1F039864,1F039864,1,0,90,0
1632,1444C534,1444C534,1,0,90,0
1633,784FB1BD,784FB1BD,1,0,90,0
1634,4F605193,4F605193,1,0,90,0
1635,BF6096B5,BF6096B5,1,0,90,0
1636,C02A74D9,C02A74D9,1,0,90,0
1637,C02A74D2,C02A74D2,1,0,90,0
1638,2A0217780000000000000000011302E4,2A0217780000000000000000011302E4,1,0,90,1
1639,B9E6D1EF,B9E6D1EF,1,0,90,0
1640,D4355678,D4355678,1,0,90,0
1641,CC5DA745,CC5DA745,1,0,90,0
1642,4E874D84,4E874D84,1,0,90,0
1643,08D0155E,08D0155E,1,0,90,0
1644,B84BDFCB,B84BDFCB,1,0,90,0
1645,22AA138E,22AA138E,1,0,90,0
1646,2D59F6D6,2D59F6D6,1,0,90,0
1647,BE604C1A,BE604C1A,1,0,90,0
1648,59202D2E,59202D2E,1,0,90,0
1649,A4847057,A4847057,1,0,90,0
1650,2F6B47A5,2F6B47A5,1,0,90,0
1651,BE6BB1F3,BE6BB1F3,1,0,90,0
1652,5CCC8B76,5CCC8B76,1,0,90,0
1653,C125FE0B,C125FE0B,1,0,90,0
1654,8D6266F3,8D6266F3,1,0,90,0
1655,D06D43EE,D06D43EE,1,0,90,0
1656,14667193,14667193,1,0,90,0
1657,679AB82A,679AB82A,1,0,90,0
1658,44B29452,44B29452,1,0,90,0
1659,2D861A1B,2D861A1B,1,0,90,0
1660,784D5419,784D5419,1,0,90,0
1661,1FDC6115,1FDC6115,1,0,90,0
1662,52A5B84C,52A5B84C,1,0,90,0
1663,679FEFE0,679FEFE0,1,0,90,0
1664,C39A512C,C39A512C,1,0,90,0
1665,5CCCD907,5CCCD907,1,0,90,0
1666,D45390E1,D45390E1,1,0,90,0
1667,D598A1F0,D598A1F0,1,0,90,0
1668,1454ED8A,1454ED8A,1,0,90,0
1669,8E2CF3D6,8E2CF3D6,1,0,90,0
1670,B9DC651F,B9DC651F,1,0,90,0
1671,8E5DA1D3,8E5DA1D3,1,0,90,0
1672,2400890100000000F03C93FFFEF8C912,2400890100000000F03C93FFFEF8C912,1,0,90,1
1673,C02A74D4,C02A74D4,1,0,90,0
1674,963C9DA3,963C9DA3,1,0,90,0
1675,2604A880080000C1000000000235A001,2604A880080000C1000000000235A001,1,0,90,1
1676,023A38DC,023A38DC,1,0,90,0
1677,9DF56C52,9DF56C52,1,0,90,0
1678,9DF5686B,9DF5686B,1,0,90,0
1679,9DF56421,9DF56421,1,0,90,0
1680,2A022B88000100040000000000000057,2A022B88000100040000000000000057,1,0,90,1
1681,323EB09A,323EB09A,1,0,90,0
1682,2607F2980005118A0000000002A50D36,2607F2980005118A0000000002A50D36,1,0,90,1
1683,A747EC0D,A747EC0D,1,0,90,0
1684,6BB46D01,6BB46D01,1,0,90,0
1685,A45AAA9E,A45AAA9E,1,0,90,0
1686,86D19E2C,86D19E2C,1,0,90,0
1687,94429222,94429222,1,0,90,0
1688,94487AE4,94487AE4,1,0,90,0
1689,9448F6BD,9448F6BD,1,0,90,0
1690,45A3C664,45A3C664,1,0,90,0
1691,44B29503,44B29503,1,0,90,0
1692,453F4015,453F4015,1,0,90,0
1693,28040B44100000000000000000000035,28040B44100000000000000000000035,1,0,90,1
1694,78186CD9,78186CD9,1,0,90,0
1695,D06D1689,D06D1689,1,0,90,0
1696,323EB132,323EB132,1,0,90,0
1697,6BB6EC6B,6BB6EC6B,1,0,90,0
1698,B134A020,B134A020,1,0,90,0
1699,9DF56455,9DF56455,1,0,90,0
1700,2D3DBA12,2D3DBA12,1,0,90,0
1701,08DAD4B1,08DAD4B1,1,0,90,0
1702,2607F29800056000000000000BCFA7F7,2607F29800056000000000000BCFA7F7,1,0,90,1
1703,9DE62DFB,9DE62DFB,1,0,90,0
1704,C60CDC63,C60CDC63,1,0,90,0
1705,A200E4B7,A200E4B7,1,0,90,0
1706,2D3DB98A,2D3DB98A,1,0,90,0
1707,24020A000404B720B5B7EA25F3B99A3E,24020A000404B720B5B7EA25F3B99A3E,1,0,90,1
1708,D06D4A3B,D06D4A3B,1,0,90,0
1709,B99CAF2B,B99CAF2B,1,0,90,0
1710,405A30BB,405A30BB,1,0,90,0
1711,ADECAC56,ADECAC56,1,0,90,0
1712,4B77DD50,4B77DD50,1,0,90,0
1713,44B2910E,44B2910E,1,0,90,0
1714,ADEC8C9C,ADEC8C9C,1,0,90,0
1715,614AD28D,614AD28D,1,0,90,0
1716,ADC9B4D2,ADC9B4D2,1,0,90,0
1717,425E7005,425E7005,1,0,90,0
1718,44B291D0,44B291D0,1,0,90,0
1719,B8A860B7,B8A860B7,1,0,90,0
1720,3EABAE34,3EABAE34,1,0,90,0
1721,44B2F7BD,44B2F7BD,1,0,90,0
1722,B8A864F2,B8A864F2,1,0,90,0
1723,052A53CF,052A53CF,1,0,90,0
1724,A200DDD9,A200DDD9,1,0,90,0
1725,ADC9BD3C,ADC9BD3C,1,0,90,0
1726,B9C8F041,B9C8F041,1,0,90,0
1727,08834611,08834611,1,0,90,0
1728,2D7DEFB3,2D7DEFB3,1,0,90,0
1729,5CCD0F29,5CCD0F29,1,0,90,0
1730,ADC9B94B,ADC9B94B,1,0,90,0
1731,D4E39589,D4E39589,1,0,90,0
1732,6E27371D,6E27371D,1,0,90,0
1733,43DE9343,43DE9343,1,0,90,0
1734,5CCDB970,5CCDB970,1,0,90,0
1735,43CD0CDA,43CD0CDA,1,0,90,0
1736,2607F2980006A044000000000C941FE9,2607F2980006A044000000000C941FE9,1,0,90,1
1737,45A3E17E,45A3E17E,1,0,90,0
1738,2607F2980006A0770000000004CD6DD2,2607F2980006A0770000000004CD6DD2,1,0,90,1
1739,323F037D,323F037D,1,0,90,0
1740,A5E3DAC7,A5E3DAC7,1,0,90,0
1741,9DE6DB76,9DE6DB76,1,0,90,0
1742,C2093866,C2093866,1,0,90,0
1743,5CCD038E,5CCD038E,1,0,90,0
1744,B65C985F,B65C985F,1,0,90,0
1745,2BF148A0,2BF148A0,1,0,90,0
1746,23E2C4B3,23E2C4B3,1,0,90,0
1747,48A77D06,48A77D06,1,0,90,0
1748,D845A2F1,D845A2F1,1,0,90,0
1749,287A4E99,287A4E99,1,0,90,0
1750,675AE1D7,675AE1D7,1,0,90,0
1751,5CCD0A46,5CCD0A46,1,0,90,0
1752,6BAD54A3,6BAD54A3,1,0,90,0
1753,A200E76D,A200E76D,1,0,90,0
1754,2A0240C1000000011C0009FFFE0021E9,2A0240C1000000011C0009FFFE0021E9,1,0,90,1
1755,576AC6A8,576AC6A8,1,0,90,0
1756,276A171A,276A171A,1,0,90,0
1757,2607F2980005102F00000000065ED32D,2607F2980005102F00000000065ED32D,1,0,90,1
1758,1FBAAC8F,1FBAAC8F,1,0,90,0
1759,8BC7030F,8BC7030F,1,0,90,0
1760,8BC41917,8BC41917,1,0,90,0
1761,2A062EC0DED100010000006804020001,2A062EC0DED100010000006804020001,1,0,90,1
1762,48A768F9,48A768F9,1,0,90,0
1763,B9DCAF09,B9DCAF09,1,0,90,0
1764,B8A8747E,B8A8747E,1,0,90,0
1765,44B2949B,44B2949B,1,0,90,0
1766,6F5A96AB,6F5A96AB,1,0,90,0
1767,D4E3E6A6,D4E3E6A6,1,0,90,0
1768,9448CF6E,9448CF6E,1,0,90,0
1769,94487980,94487980,1,0,90,0
1770,44B29733,44B29733,1,0,90,0
1771,A5E3660A,A5E3660A,1,0,90,0
1772,ADC9B1C6,ADC9B1C6,1,0,90,0
1773,6798A48A,6798A48A,1,0,90,0
1774,ADECD25E,ADECD25E,1,0,90,0
1775,784D9140,784D9140,1,0,90,0
1776,B9092759,B9092759,1,0,90,0
1777,9859A083,9859A083,1,0,90,0
1778,9D5A5E25,9D5A5E25,1,0,90,0
1779,B8A872C0,B8A872C0,1,0,90,0
1780,D06DCBE1,D06DCBE1,1,0,90,0
1781,5CCD19B6,5CCD19B6,1,0,90,0
1782,44B29407,44B29407,1,0,90,0
1783,2F6F0748,2F6F0748,1,0,90,0
1784,A200E77E,A200E77E,1,0,90,0
1785,2767E108,2767E108,1,0,90,0
1786,14CD6EA7,14CD6EA7,1,0,90,0
1787,276978BE,276978BE,1,0,90,0
1788,5CCD0B6D,5CCD0B6D,1,0,90,0
1789,44B29538,44B29538,1,0,90,0
1790,2A014B80000100011C0038FFFE003CEA,2A014B80000100011C0038FFFE003CEA,1,0,90,1
1791,57ECD1A4,57ECD1A4,1,0,90,0
1792,CC5DC596,CC5DC596,1,0,90,0
1793,323E907A,323E907A,1,0,90,0
1794,9213D50B,9213D50B,1,0,90,0
1795,D42628D2,D42628D2,1,0,90,0
1796,44B2DEAD,44B2DEAD,1,0,90,0
1797,B9A57622,B9A57622,1,0,90,0
1798,3E6694BD,3E6694BD,1,0,90,0
1799,D06D1436,D06D1436,1,0,90,0
1800,9448F5EA,9448F5EA,1,0,90,0
1801,2607F2980006A0440000000005564606,2607F2980006A0440000000005564606,1,0,90,1
1802,743EE187,743EE187,1,0,90,0
1803,614AD381,614AD381,1,0,90,0
1804,B75B0BC8,B75B0BC8,1,0,90,0
1805,C103E792,C103E792,1,0,90,0
